Transaction_Date,Transaction_Amount,Transaction_Category,Transaction_Type,Income_source,Merchant,Location,Current_Amount,Credit/Debit
28-10-2022,735.75,Personal Care,Prepaid Debit Cards,None,ATM Withdrawal,pune,1256048.2,Debit
28-10-2022,829.84,Consulting or Freelancing,Prepaid Debit Cards,Salary,Healthcare Provider,satara,1256878.04,Credit
28-10-2022,355.21,Part-Time Work,Prepaid Debit Cards,Business,Subscription Service,delhi,1257233.25,Credit
28-10-2022,622.9,Savings and Investments,Prepaid Debit Cards,Investments,Electronics Store,pune,1257856.15,Credit
28-10-2022,184.71,Social Security,Prepaid Debit Cards,Business,Travel Agency,solapur,1258040.86,Credit
01-11-2022,689.63,Part-Time Work,Prepaid Debit Cards,Business,Grocery Store,pune,1258730.49,Credit
01-11-2022,404.01,Part-Time Work,Prepaid Debit Cards,Investments,Utility Company,nagpur,1259134.5,Credit
01-11-2022,833.57,Annuities,Prepaid Debit Cards,Salary,Utility Company,satara,1259968.06,Credit
02-11-2022,921.2,Charitable Donations,Mobile Payments,None,Bookstore,satara,1259046.87,Debit
02-11-2022,663.27,Debt Payments,Mobile Payments,None,Taxi Service,mumbai,1258383.6,Debit
02-11-2022,527.5,Miscellaneous Expenses,Checks,None,Car Repair Shop,solapur,1257856.1,Debit
02-11-2022,238.9,Miscellaneous Expenses,Checks,None,Local Farmers' Market,pune,1257617.2,Debit
02-11-2022,145.79,Annuities,Checks,Salary,Gas Station,pune,1257763,Credit
03-11-2022,463.47,Pension Plans,Checks,Investments,Grocery Store,nagpur,1258226.47,Credit
03-11-2022,635.8,Personal Care,Prepaid Debit Cards,None,Rent Payment,delhi,1257590.67,Debit
03-11-2022,913.86,Insurance,Mobile Payments,None,Bookstore,satara,1256676.81,Debit
03-11-2022,610.66,Part-Time Work,Mobile Payments,Investments,Clothing Boutique,solapur,1257287.47,Credit
03-11-2022,845.93,Part-Time Work,Mobile Payments,Salary,Healthcare Provider,thane,1258133.4,Credit
04-11-2022,155.48,Part-Time Work,Mobile Payments,Investments,Utility Company,nagpur,1258288.87,Credit
04-11-2022,498.36,Consulting or Freelancing,Mobile Payments,Salary,Restaurant,pune,1258787.24,Credit
04-11-2022,374.16,Consulting or Freelancing,Mobile Payments,Investments,Utility Company,mumbai,1259161.4,Credit
04-11-2022,222.96,Savings and Investments,Mobile Payments,Investments,Grocery Store,thane,1259384.36,Credit
04-11-2022,63.46,Annuities,Mobile Payments,Other,Healthcare Provider,satara,1259447.82,Credit
05-11-2022,336.65,Pension Plans,Mobile Payments,Business,Grocery Store,nagpur,1259784.47,Credit
05-11-2022,644.24,Insurance,Checks,None,Car Repair Shop,delhi,1259140.23,Debit
05-11-2022,341.31,Personal Care,Mobile Payments,None,ATM Withdrawal,thane,1258798.92,Debit
06-11-2022,927.2,Consulting or Freelancing,Mobile Payments,Business,Grocery Store,mumbai,1259726.12,Credit
06-11-2022,585.08,Pension Plans,Mobile Payments,Other,Subscription Service,nagpur,1260311.21,Credit
06-11-2022,507.86,Debt Payments,Mobile Payments,None,Local Farmers' Market,delhi,1259803.35,Debit
07-11-2022,224.9,Pension Plans,Mobile Payments,Other,Subscription Service,solapur,1260028.25,Credit
07-11-2022,235.78,Entertainment and Leisure,Online Banking,None,Bookstore,nagpur,1259792.47,Debit
07-11-2022,186.68,Consulting or Freelancing,Online Banking,Other,Healthcare Provider,pune,1259979.16,Credit
07-11-2022,46.93,Annuities,Online Banking,Investments,Healthcare Provider,solapur,1260026.09,Credit
08-11-2022,877.5,Savings and Investments,Online Banking,Salary,Grocery Store,pune,1260903.59,Credit
08-11-2022,90.94,Consulting or Freelancing,Online Banking,Salary,Electronics Store,thane,1260994.53,Credit
08-11-2022,911.47,Personal Care,Checks,None,ATM Withdrawal,nagpur,1260083.06,Debit
08-11-2022,631.52,Personal Care,Mobile Payments,None,ATM Withdrawal,solapur,1259451.53,Debit
09-11-2022,304.68,Pension Plans,Mobile Payments,Other,Grocery Store,mumbai,1259756.22,Credit
09-11-2022,187.85,Debt Payments,Mobile Payments,None,Bookstore,nagpur,1259568.36,Debit
09-11-2022,596.2,Debt Payments,Mobile Payments,None,Gym Membership,mumbai,1258972.16,Debit
09-11-2022,495.93,Charitable Donations,Online Banking,None,Coffee Shop,mumbai,1258476.23,Debit
10-11-2022,562.88,Insurance,Online Banking,None,Bookstore,delhi,1257913.36,Debit
10-11-2022,144.6,Insurance,Prepaid Debit Cards,None,Coffee Shop,thane,1257768.76,Debit
10-11-2022,517.59,Consulting or Freelancing,Prepaid Debit Cards,Salary,Clothing Boutique,satara,1258286.35,Credit
11-11-2022,105.99,Insurance,Mobile Payments,None,Bookstore,delhi,1258180.35,Debit
11-11-2022,753.77,Consulting or Freelancing,Mobile Payments,Salary,Travel Agency,nagpur,1258934.13,Credit
11-11-2022,17.61,Entertainment and Leisure,Mobile Payments,None,Bookstore,solapur,1258916.52,Debit
11-11-2022,710.71,Part-Time Work,Mobile Payments,Investments,Restaurant,pune,1259627.23,Credit
11-11-2022,606.94,Personal Care,Debit Card,None,Bookstore,satara,1259020.29,Debit
12-11-2022,350.98,Personal Care,Mobile Payments,None,Rent Payment,thane,1258669.3,Debit
12-11-2022,628.08,Charitable Donations,Mobile Payments,None,Taxi Service,satara,1258041.23,Debit
12-11-2022,35.42,Charitable Donations,Prepaid Debit Cards,None,Coffee Shop,nagpur,1258005.81,Debit
12-11-2022,204.19,Entertainment and Leisure,Mobile Payments,None,Car Repair Shop,pune,1257801.61,Debit
12-11-2022,525.74,Charitable Donations,Online Banking,None,Taxi Service,thane,1257275.87,Debit
12-11-2022,340.47,Entertainment and Leisure,Mobile Payments,None,ATM Withdrawal,pune,1256935.4,Debit
13-11-2022,436.08,Annuities,Mobile Payments,Other,Clothing Boutique,pune,1257371.48,Credit
13-11-2022,364.8,Part-Time Work,Mobile Payments,Salary,Gas Station,thane,1257736.27,Credit
13-11-2022,180.14,Annuities,Mobile Payments,Investments,Grocery Store,thane,1257916.42,Credit
13-11-2022,499.27,Miscellaneous Expenses,Online Banking,None,Rent Payment,thane,1257417.15,Debit
13-11-2022,234.84,Annuities,Online Banking,Salary,Travel Agency,nagpur,1257651.99,Credit
14-11-2022,500.51,Social Security,Online Banking,Investments,Healthcare Provider,nagpur,1258152.51,Credit
14-11-2022,274.57,Miscellaneous Expenses,Prepaid Debit Cards,None,Coffee Shop,delhi,1257877.93,Debit
14-11-2022,63.13,Insurance,Checks,None,Rent Payment,delhi,1257814.8,Debit
15-11-2022,544.15,Pension Plans,Checks,Business,Healthcare Provider,solapur,1258358.95,Credit
15-11-2022,198.61,Part-Time Work,Checks,Salary,Healthcare Provider,nagpur,1258557.56,Credit
15-11-2022,492.05,Taxes,Prepaid Debit Cards,None,Rent Payment,nagpur,1258065.51,Debit
15-11-2022,561.52,Entertainment and Leisure,Online Banking,None,Taxi Service,satara,1257503.99,Debit
15-11-2022,57.26,Consulting or Freelancing,Online Banking,Business,Clothing Boutique,mumbai,1257561.25,Credit
16-11-2022,899.06,Debt Payments,Checks,None,Coffee Shop,pune,1256662.19,Debit
16-11-2022,96.75,Personal Care,Online Banking,None,Car Repair Shop,solapur,1256565.44,Debit
17-11-2022,373.53,Pension Plans,Online Banking,Investments,Clothing Boutique,mumbai,1256938.97,Credit
17-11-2022,812.29,Consulting or Freelancing,Online Banking,Other,Subscription Service,mumbai,1257751.26,Credit
17-11-2022,331.37,Miscellaneous Expenses,Prepaid Debit Cards,None,Bookstore,mumbai,1257419.89,Debit
17-11-2022,628.36,Consulting or Freelancing,Prepaid Debit Cards,Salary,Utility Company,thane,1258048.25,Credit
18-11-2022,20.47,Consulting or Freelancing,Prepaid Debit Cards,Other,Utility Company,thane,1258068.72,Credit
18-11-2022,631.5,Part-Time Work,Prepaid Debit Cards,Salary,Healthcare Provider,thane,1258700.23,Credit
18-11-2022,297.58,Debt Payments,Mobile Payments,None,Rent Payment,mumbai,1258402.64,Debit
19-11-2022,514.13,Part-Time Work,Mobile Payments,Other,Restaurant,mumbai,1258916.77,Credit
19-11-2022,83.07,Part-Time Work,Mobile Payments,Salary,Travel Agency,delhi,1258999.84,Credit
19-11-2022,478.81,Debt Payments,Debit Card,None,Gym Membership,nagpur,1258521.03,Debit
20-11-2022,302.83,Insurance,Prepaid Debit Cards,None,Taxi Service,solapur,1258218.2,Debit
20-11-2022,279.25,Miscellaneous Expenses,Mobile Payments,None,Coffee Shop,delhi,1257938.95,Debit
20-11-2022,85.07,Part-Time Work,Mobile Payments,Investments,Utility Company,pune,1258024.01,Credit
20-11-2022,112.7,Personal Care,Checks,None,Rent Payment,thane,1257911.32,Debit
20-11-2022,893.39,Annuities,Checks,Business,Restaurant,solapur,1258804.71,Credit
21-11-2022,383.92,Personal Care,Prepaid Debit Cards,None,Bookstore,mumbai,1258420.79,Debit
21-11-2022,133.3,Savings and Investments,Prepaid Debit Cards,Salary,Electronics Store,pune,1258554.09,Credit
21-11-2022,544.43,Social Security,Prepaid Debit Cards,Business,Travel Agency,satara,1259098.52,Credit
21-11-2022,149.45,Social Security,Prepaid Debit Cards,Business,Travel Agency,thane,1259247.97,Credit
21-11-2022,836.89,Pension Plans,Prepaid Debit Cards,Investments,Utility Company,delhi,1260084.86,Credit
22-11-2022,629.72,Miscellaneous Expenses,Debit Card,None,ATM Withdrawal,mumbai,1259455.14,Debit
22-11-2022,832.05,Debt Payments,Debit Card,None,Gym Membership,mumbai,1258623.09,Debit
22-11-2022,160.34,Annuities,Debit Card,Investments,Utility Company,pune,1258783.43,Credit
23-11-2022,83.61,Miscellaneous Expenses,Debit Card,None,Car Repair Shop,thane,1258699.82,Debit
23-11-2022,733.25,Insurance,Mobile Payments,None,Local Farmers' Market,solapur,1257966.57,Debit
23-11-2022,242.24,Charitable Donations,Prepaid Debit Cards,None,Local Farmers' Market,nagpur,1257724.32,Debit
23-11-2022,304.31,Social Security,Prepaid Debit Cards,Other,Utility Company,satara,1258028.63,Credit
23-11-2022,62.26,Part-Time Work,Prepaid Debit Cards,Salary,Healthcare Provider,solapur,1258090.89,Credit
23-11-2022,808.02,Miscellaneous Expenses,Prepaid Debit Cards,None,Coffee Shop,solapur,1257282.87,Debit
24-11-2022,208.47,Insurance,Online Banking,None,Gym Membership,pune,1257074.4,Debit
24-11-2022,199.74,Savings and Investments,Online Banking,Business,Subscription Service,nagpur,1257274.14,Credit
24-11-2022,649.67,Debt Payments,Online Banking,None,Local Farmers' Market,satara,1256624.47,Debit
25-11-2022,638.59,Pension Plans,Online Banking,Salary,Utility Company,thane,1257263.06,Credit
25-11-2022,840.53,Personal Care,Mobile Payments,None,Gym Membership,pune,1256422.53,Debit
26-11-2022,245.43,Pension Plans,Mobile Payments,Investments,Subscription Service,nagpur,1256667.96,Credit
26-11-2022,136.4,Debt Payments,Prepaid Debit Cards,None,Car Repair Shop,satara,1256531.56,Debit
26-11-2022,504.25,Miscellaneous Expenses,Mobile Payments,None,Coffee Shop,pune,1256027.31,Debit
27-11-2022,615.76,Annuities,Mobile Payments,Business,Subscription Service,satara,1256643.07,Credit
27-11-2022,914.98,Personal Care,Prepaid Debit Cards,None,Coffee Shop,thane,1255728.09,Debit
28-11-2022,346.94,Social Security,Prepaid Debit Cards,Other,Travel Agency,thane,1256075.03,Credit
28-11-2022,93.25,Social Security,Prepaid Debit Cards,Salary,Clothing Boutique,thane,1256168.28,Credit
28-11-2022,678.92,Consulting or Freelancing,Prepaid Debit Cards,Salary,Healthcare Provider,solapur,1256847.19,Credit
28-11-2022,104.38,Consulting or Freelancing,Prepaid Debit Cards,Salary,Travel Agency,nagpur,1256951.58,Credit
01-12-2022,82.2,Taxes,Checks,None,ATM Withdrawal,mumbai,1256869.38,Debit
01-12-2022,760.18,Personal Care,Checks,None,Local Farmers' Market,thane,1256109.2,Debit
02-12-2022,778.89,Part-Time Work,Checks,Salary,Travel Agency,satara,1256888.09,Credit
02-12-2022,850.6,Savings and Investments,Checks,Investments,Travel Agency,mumbai,1257738.7,Credit
02-12-2022,369.44,Pension Plans,Checks,Other,Grocery Store,pune,1258108.13,Credit
02-12-2022,81.22,Part-Time Work,Checks,Business,Travel Agency,delhi,1258189.35,Credit
03-12-2022,683.69,Consulting or Freelancing,Checks,Other,Grocery Store,satara,1258873.04,Credit
03-12-2022,410.19,Social Security,Checks,Investments,Utility Company,nagpur,1259283.23,Credit
03-12-2022,289.18,Miscellaneous Expenses,Checks,None,Car Repair Shop,thane,1258994.05,Debit
03-12-2022,752.49,Savings and Investments,Checks,Salary,Clothing Boutique,mumbai,1259746.53,Credit
03-12-2022,509.68,Miscellaneous Expenses,Online Banking,None,Local Farmers' Market,mumbai,1259236.85,Debit
03-12-2022,352.82,Charitable Donations,Prepaid Debit Cards,None,Car Repair Shop,nagpur,1258884.03,Debit
04-12-2022,801.16,Insurance,Checks,None,ATM Withdrawal,solapur,1258082.87,Debit
04-12-2022,54.52,Charitable Donations,Prepaid Debit Cards,None,Local Farmers' Market,nagpur,1258028.35,Debit
05-12-2022,464.69,Social Security,Prepaid Debit Cards,Other,Healthcare Provider,thane,1258493.04,Credit
05-12-2022,203.86,Debt Payments,Online Banking,None,Rent Payment,nagpur,1258289.18,Debit
05-12-2022,577.46,Part-Time Work,Online Banking,Salary,Travel Agency,satara,1258866.64,Credit
05-12-2022,423.2,Insurance,Mobile Payments,None,Taxi Service,solapur,1258443.44,Debit
06-12-2022,143.33,Insurance,Checks,None,Gym Membership,nagpur,1258300.11,Debit
06-12-2022,636.06,Charitable Donations,Online Banking,None,Coffee Shop,mumbai,1257664.05,Debit
06-12-2022,722.62,Personal Care,Prepaid Debit Cards,None,Rent Payment,nagpur,1256941.44,Debit
06-12-2022,395.16,Debt Payments,Prepaid Debit Cards,None,Coffee Shop,delhi,1256546.27,Debit
06-12-2022,607.77,Annuities,Prepaid Debit Cards,Salary,Clothing Boutique,thane,1257154.04,Credit
07-12-2022,989.88,Pension Plans,Prepaid Debit Cards,Other,Clothing Boutique,satara,1258143.92,Credit
07-12-2022,335.23,Taxes,Debit Card,None,Rent Payment,mumbai,1257808.69,Debit
07-12-2022,361.56,Miscellaneous Expenses,Online Banking,None,ATM Withdrawal,mumbai,1257447.13,Debit
07-12-2022,969.48,Social Security,Online Banking,Business,Grocery Store,mumbai,1258416.61,Credit
07-12-2022,356.43,Taxes,Prepaid Debit Cards,None,ATM Withdrawal,solapur,1258060.18,Debit
08-12-2022,378.71,Debt Payments,Debit Card,None,Coffee Shop,delhi,1257681.47,Debit
08-12-2022,182.46,Social Security,Debit Card,Business,Restaurant,pune,1257863.93,Credit
09-12-2022,792.3,Debt Payments,Online Banking,None,Gym Membership,nagpur,1257071.63,Debit
09-12-2022,701.47,Miscellaneous Expenses,Online Banking,None,Taxi Service,solapur,1256370.15,Debit
09-12-2022,798.57,Debt Payments,Mobile Payments,None,Local Farmers' Market,thane,1255571.58,Debit
10-12-2022,467.76,Pension Plans,Mobile Payments,Other,Grocery Store,thane,1256039.34,Credit
10-12-2022,324.29,Debt Payments,Online Banking,None,Car Repair Shop,mumbai,1255715.05,Debit
10-12-2022,531.45,Charitable Donations,Online Banking,None,Gym Membership,mumbai,1255183.6,Debit
10-12-2022,777.58,Part-Time Work,Online Banking,Business,Travel Agency,mumbai,1255961.18,Credit
10-12-2022,833.72,Part-Time Work,Online Banking,Business,Electronics Store,pune,1256794.9,Credit
10-12-2022,674.2,Consulting or Freelancing,Online Banking,Salary,Utility Company,satara,1257469.11,Credit
11-12-2022,200.44,Debt Payments,Prepaid Debit Cards,None,Taxi Service,mumbai,1257268.67,Debit
11-12-2022,738.51,Taxes,Online Banking,None,Bookstore,satara,1256530.16,Debit
11-12-2022,502.39,Annuities,Online Banking,Investments,Utility Company,mumbai,1257032.55,Credit
11-12-2022,687.14,Social Security,Online Banking,Business,Travel Agency,solapur,1257719.69,Credit
11-12-2022,766.78,Savings and Investments,Online Banking,Salary,Restaurant,thane,1258486.47,Credit
12-12-2022,663.24,Insurance,Debit Card,None,Taxi Service,satara,1257823.24,Debit
12-12-2022,533.85,Savings and Investments,Debit Card,Salary,Healthcare Provider,delhi,1258357.08,Credit
12-12-2022,17.83,Pension Plans,Debit Card,Other,Electronics Store,satara,1258374.92,Credit
12-12-2022,4.69,Insurance,Online Banking,None,Coffee Shop,pune,1258370.23,Debit
13-12-2022,730.52,Entertainment and Leisure,Online Banking,None,Coffee Shop,pune,1257639.71,Debit
13-12-2022,69.54,Pension Plans,Online Banking,Other,Utility Company,mumbai,1257709.24,Credit
13-12-2022,474.97,Pension Plans,Online Banking,Investments,Electronics Store,nagpur,1258184.21,Credit
13-12-2022,861.58,Debt Payments,Online Banking,None,Coffee Shop,delhi,1257322.63,Debit
13-12-2022,496.26,Charitable Donations,Mobile Payments,None,ATM Withdrawal,solapur,1256826.37,Debit
14-12-2022,375.4,Taxes,Checks,None,Rent Payment,nagpur,1256450.97,Debit
14-12-2022,507.97,Personal Care,Debit Card,None,Bookstore,nagpur,1255942.99,Debit
14-12-2022,566.97,Annuities,Debit Card,Business,Utility Company,nagpur,1256509.96,Credit
14-12-2022,132.74,Entertainment and Leisure,Debit Card,None,Coffee Shop,thane,1256377.22,Debit
14-12-2022,659.87,Taxes,Checks,None,Car Repair Shop,delhi,1255717.35,Debit
14-12-2022,823.39,Annuities,Checks,Other,Electronics Store,nagpur,1256540.74,Credit
15-12-2022,629.74,Personal Care,Debit Card,None,Local Farmers' Market,delhi,1255911.01,Debit
15-12-2022,330.04,Charitable Donations,Checks,None,ATM Withdrawal,nagpur,1255580.96,Debit
15-12-2022,352.55,Insurance,Mobile Payments,None,Gym Membership,pune,1255228.41,Debit
16-12-2022,742.52,Consulting or Freelancing,Mobile Payments,Business,Restaurant,delhi,1255970.93,Credit
16-12-2022,797.43,Consulting or Freelancing,Mobile Payments,Investments,Utility Company,thane,1256768.36,Credit
16-12-2022,994.85,Insurance,Prepaid Debit Cards,None,Rent Payment,pune,1255773.51,Debit
17-12-2022,548.67,Social Security,Prepaid Debit Cards,Investments,Subscription Service,nagpur,1256322.17,Credit
17-12-2022,679.58,Annuities,Prepaid Debit Cards,Salary,Healthcare Provider,solapur,1257001.75,Credit
17-12-2022,454.93,Entertainment and Leisure,Debit Card,None,Coffee Shop,mumbai,1256546.83,Debit
18-12-2022,78.29,Debt Payments,Prepaid Debit Cards,None,Coffee Shop,thane,1256468.54,Debit
18-12-2022,186.17,Social Security,Prepaid Debit Cards,Other,Travel Agency,solapur,1256654.71,Credit
18-12-2022,648.81,Consulting or Freelancing,Prepaid Debit Cards,Salary,Grocery Store,thane,1257303.52,Credit
18-12-2022,769.35,Insurance,Mobile Payments,None,Local Farmers' Market,nagpur,1256534.17,Debit
19-12-2022,767.76,Annuities,Mobile Payments,Other,Gas Station,mumbai,1257301.93,Credit
19-12-2022,744.47,Insurance,Checks,None,Rent Payment,nagpur,1256557.46,Debit
19-12-2022,28.28,Insurance,Checks,None,Taxi Service,delhi,1256529.18,Debit
19-12-2022,457.68,Annuities,Checks,Salary,Restaurant,nagpur,1256986.86,Credit
19-12-2022,391.99,Charitable Donations,Debit Card,None,Car Repair Shop,solapur,1256594.87,Debit
20-12-2022,967.15,Consulting or Freelancing,Debit Card,Investments,Travel Agency,satara,1257562.01,Credit
20-12-2022,885.04,Annuities,Debit Card,Business,Gas Station,nagpur,1258447.06,Credit
20-12-2022,923.85,Taxes,Debit Card,None,Coffee Shop,pune,1257523.2,Debit
20-12-2022,91.19,Consulting or Freelancing,Debit Card,Salary,Gas Station,mumbai,1257614.39,Credit
21-12-2022,121.26,Social Security,Debit Card,Salary,Electronics Store,solapur,1257735.65,Credit
21-12-2022,288.28,Personal Care,Mobile Payments,None,Car Repair Shop,satara,1257447.38,Debit
21-12-2022,526.42,Charitable Donations,Online Banking,None,Bookstore,thane,1256920.96,Debit
21-12-2022,940.9,Miscellaneous Expenses,Mobile Payments,None,Car Repair Shop,nagpur,1255980.06,Debit
22-12-2022,83.62,Charitable Donations,Mobile Payments,None,Coffee Shop,delhi,1255896.44,Debit
22-12-2022,578.86,Consulting or Freelancing,Mobile Payments,Business,Gas Station,thane,1256475.3,Credit
22-12-2022,670.74,Part-Time Work,Mobile Payments,Investments,Restaurant,thane,1257146.04,Credit
22-12-2022,644.06,Social Security,Mobile Payments,Salary,Grocery Store,satara,1257790.11,Credit
22-12-2022,449.63,Annuities,Mobile Payments,Business,Subscription Service,thane,1258239.73,Credit
23-12-2022,742.86,Consulting or Freelancing,Mobile Payments,Investments,Healthcare Provider,pune,1258982.59,Credit
23-12-2022,722.15,Part-Time Work,Mobile Payments,Salary,Travel Agency,delhi,1259704.74,Credit
23-12-2022,204.36,Miscellaneous Expenses,Debit Card,None,ATM Withdrawal,solapur,1259500.38,Debit
24-12-2022,209.15,Taxes,Prepaid Debit Cards,None,ATM Withdrawal,nagpur,1259291.22,Debit
24-12-2022,735.55,Personal Care,Prepaid Debit Cards,None,Gym Membership,pune,1258555.67,Debit
24-12-2022,189.34,Miscellaneous Expenses,Online Banking,None,Rent Payment,satara,1258366.33,Debit
25-12-2022,373.22,Entertainment and Leisure,Mobile Payments,None,Local Farmers' Market,pune,1257993.11,Debit
25-12-2022,373.7,Debt Payments,Online Banking,None,Taxi Service,delhi,1257619.41,Debit
25-12-2022,390.58,Entertainment and Leisure,Checks,None,ATM Withdrawal,delhi,1257228.83,Debit
26-12-2022,17.29,Personal Care,Debit Card,None,Rent Payment,pune,1257211.54,Debit
26-12-2022,781.41,Charitable Donations,Prepaid Debit Cards,None,Local Farmers' Market,delhi,1256430.13,Debit
26-12-2022,346.54,Insurance,Prepaid Debit Cards,None,Gym Membership,nagpur,1256083.59,Debit
26-12-2022,475.76,Pension Plans,Prepaid Debit Cards,Salary,Subscription Service,nagpur,1256559.35,Credit
26-12-2022,771.7,Taxes,Mobile Payments,None,ATM Withdrawal,nagpur,1255787.65,Debit
27-12-2022,814.95,Consulting or Freelancing,Mobile Payments,Salary,Travel Agency,solapur,1256602.6,Credit
27-12-2022,241.57,Pension Plans,Mobile Payments,Business,Restaurant,solapur,1256844.17,Credit
27-12-2022,215.11,Pension Plans,Mobile Payments,Investments,Grocery Store,mumbai,1257059.28,Credit
27-12-2022,735.43,Miscellaneous Expenses,Checks,None,Local Farmers' Market,solapur,1256323.85,Debit
27-12-2022,807.98,Debt Payments,Prepaid Debit Cards,None,ATM Withdrawal,satara,1255515.88,Debit
27-12-2022,603.34,Insurance,Online Banking,None,Gym Membership,mumbai,1254912.54,Debit
28-12-2022,685.92,Consulting or Freelancing,Online Banking,Salary,Healthcare Provider,thane,1255598.46,Credit
28-12-2022,726.46,Pension Plans,Online Banking,Other,Electronics Store,solapur,1256324.92,Credit
28-12-2022,395.57,Charitable Donations,Checks,None,Local Farmers' Market,satara,1255929.35,Debit
28-12-2022,682.44,Personal Care,Mobile Payments,None,ATM Withdrawal,satara,1255246.91,Debit
